metode,gerakan,rep,fase,kanal,theta_db,mu_db,beta_db,n_potongan,participant_id
TE,Agem Kanan,1,Tahan,C4,1.024,3.099,1.345,6,P08
TE,Agem Kanan,1,Tahan,F3,-6.194,-0.693,-1.82,2,P08
TE,Agem Kanan,1,Tahan,F4,7.077,5.086,4.557,6,P08
TE,Agem Kanan,1,Tahan,F7,-6.08,-4.119,-3.478,9,P08
TE,Agem Kanan,1,Tahan,F8,5.89,10.275,5.94,3,P08
TE,Agem Kanan,1,Tahan,Fp1,-9.074,-6.288,-5.831,4,P08
TE,Agem Kanan,1,Tahan,Fp2,4.093,7.691,3.607,4,P08
TE,Agem Kanan,1,Tahan,O1,-5.327,-1.826,-2.202,6,P08
TE,Agem Kanan,1,Tahan,O2,1.472,3.902,3.22,6,P08
TE,Agem Kanan,1,Tahan,P3,-1.656,4.366,1.977,2,P08
TE,Agem Kanan,1,Tahan,P4,2.22,4.437,2.497,6,P08
TE,Agem Kanan,1,Tahan,T3,-6.771,-1.811,-1.649,5,P08
TE,Agem Kanan,1,Tahan,T4,10.425,10.25,7.143,5,P08
TE,Agem Kanan,1,Tahan,T5,5.644,7.898,4.363,7,P08
TE,Agem Kanan,1,Tahan,T6,0.313,0.755,-1.118,6,P08
TE,Agem Kanan,2,Berdiri,C3,1.777,1.793,-0.301,13,P08
TE,Agem Kanan,2,Berdiri,C4,-2.04,-1.937,-1.475,9,P08
TE,Agem Kanan,2,Berdiri,F3,-0.0,1.043,-2.272,12,P08
TE,Agem Kanan,2,Berdiri,F4,3.881,4.172,1.638,13,P08
TE,Agem Kanan,2,Berdiri,F7,0.357,2.293,-0.855,11,P08
TE,Agem Kanan,2,Berdiri,F8,2.964,2.034,0.481,13,P08
TE,Agem Kanan,2,Berdiri,Fp2,2.241,0.195,0.617,13,P08
TE,Agem Kanan,2,Berdiri,O1,1.05,1.089,-1.345,9,P08
TE,Agem Kanan,2,Berdiri,O2,3.802,5.246,2.614,13,P08
TE,Agem Kanan,2,Berdiri,P3,1.097,0.479,-1.03,13,P08
TE,Agem Kanan,2,Berdiri,P4,1.696,-0.356,0.017,10,P08
TE,Agem Kanan,2,Berdiri,T3,0.59,0.166,-1.984,9,P08
TE,Agem Kanan,2,Berdiri,T4,5.751,4.304,2.26,13,P08
TE,Agem Kanan,2,Berdiri,T5,3.369,1.559,1.711,13,P08
TE,Agem Kanan,2,Berdiri,T6,0.148,-1.23,-0.945,13,P08
TE,Agem Kanan,2,Gerak,F3,-4.12,-7.411,-8.461,1,P08
TE,Agem Kanan,2,Gerak,F7,3.211,3.488,1.263,2,P08
TE,Agem Kanan,2,Gerak,F8,0.451,2.455,-2.313,2,P08
TE,Agem Kanan,2,Gerak,Fp1,1.53,3.406,2.963,2,P08
TE,Agem Kanan,2,Gerak,Fp2,2.148,0.679,-4.129,2,P08
TE,Agem Kanan,2,Gerak,T3,5.062,5.399,2.333,1,P08
TE,Agem Kanan,2,Gerak,T4,3.736,3.965,0.321,2,P08
TE,Agem Kanan,2,Naik,Fp1,5.521,0.458,6.146,2,P08
TE,Agem Kanan,2,Naik,Fp2,1.434,2.073,0.219,1,P08
TE,Agem Kanan,2,Naik,O1,-2.744,-3.69,-5.439,1,P08
TE,Agem Kanan,2,Naik,T4,6.501,2.311,2.999,1,P08
TE,Agem Kanan,2,Naik,T6,-4.962,-8.528,-10.335,1,P08
TE,Agem Kanan,2,Tahan,C3,-0.897,2.44,0.969,7,P08
TE,Agem Kanan,2,Tahan,C4,-0.527,0.641,0.584,12,P08
TE,Agem Kanan,2,Tahan,F3,-1.471,0.259,-1.44,5,P08
TE,Agem Kanan,2,Tahan,F4,3.07,3.294,1.427,7,P08
TE,Agem Kanan,2,Tahan,F7,-1.639,-0.093,-2.625,4,P08
TE,Agem Kanan,2,Tahan,F8,8.923,8.226,5.291,10,P08
TE,Agem Kanan,2,Tahan,Fp1,0.982,1.279,1.495,5,P08
TE,Agem Kanan,2,Tahan,Fp2,1.194,4.107,2.077,6,P08
TE,Agem Kanan,2,Tahan,O1,-5.892,-4.987,-7.464,3,P08
TE,Agem Kanan,2,Tahan,O2,2.606,6.505,5.045,12,P08
TE,Agem Kanan,2,Tahan,P3,-1.434,1.808,0.667,7,P08
TE,Agem Kanan,2,Tahan,P4,4.482,4.27,6.139,12,P08
TE,Agem Kanan,2,Tahan,T3,-5.252,-2.739,-4.965,4,P08
TE,Agem Kanan,2,Tahan,T4,7.211,6.692,4.497,12,P08
TE,Agem Kanan,2,Tahan,T5,-0.602,1.3,0.67,12,P08
TE,Agem Kanan,2,Tahan,T6,8.014,2.536,-1.735,12,P08
TE,Agem Kanan,3,Berdiri,C3,-8.257,-11.386,-13.54,3,P08
TE,Agem Kanan,3,Berdiri,C4,1.038,1.23,0.588,10,P08
TE,Agem Kanan,3,Berdiri,F4,3.846,0.268,-0.757,10,P08
TE,Agem Kanan,3,Berdiri,F8,4.758,1.937,-1.071,10,P08
TE,Agem Kanan,3,Berdiri,Fp2,0.384,-0.052,-2.272,10,P08
TE,Agem Kanan,3,Berdiri,O1,-10.997,-7.754,-11.177,2,P08
TE,Agem Kanan,3,Berdiri,O2,7.918,4.859,3.722,10,P08
TE,Agem Kanan,3,Berdiri,P4,4.083,-0.813,0.326,10,P08
TE,Agem Kanan,3,Berdiri,T4,6.23,2.206,1.406,10,P08
TE,Agem Kanan,3,Berdiri,T5,1.48,-0.646,-1.699,10,P08
TE,Agem Kanan,3,Berdiri,T6,-0.594,-2.094,-4.711,10,P08
TE,Agem Kanan,3,Gerak,C3,-18.529,-19.884,-18.253,1,P08
TE,Agem Kanan,3,Gerak,C4,-3.027,-1.399,2.228,1,P08
TE,Agem Kanan,3,Gerak,F4,1.508,-2.052,0.119,2,P08
TE,Agem Kanan,3,Gerak,F8,-3.026,-3.103,-0.465,1,P08
TE,Agem Kanan,3,Gerak,Fp2,-4.494,1.213,-2.79,1,P08
TE,Agem Kanan,3,Gerak,O1,-12.588,-15.092,-14.034,1,P08
TE,Agem Kanan,3,Gerak,O2,1.389,-3.788,1.871,1,P08
TE,Agem Kanan,3,Gerak,P4,2.752,-0.633,3.504,1,P08
TE,Agem Kanan,3,Gerak,T4,-0.728,-2.098,0.577,1,P08
TE,Agem Kanan,3,Gerak,T5,6.351,0.79,-0.131,2,P08
TE,Agem Kanan,3,Gerak,T6,-8.024,-6.705,-5.962,1,P08
TE,Agem Kanan,3,Naik,C3,-12.167,-4.413,-7.15,1,P08
TE,Agem Kanan,3,Naik,C4,-4.147,-8.213,-5.134,1,P08
TE,Agem Kanan,3,Naik,F3,-3.873,-3.196,-6.114,1,P08
TE,Agem Kanan,3,Naik,F4,3.113,2.59,-0.992,1,P08
TE,Agem Kanan,3,Naik,F7,-8.333,-5.58,-7.799,1,P08
TE,Agem Kanan,3,Naik,Fp1,-6.841,-7.704,-6.899,2,P08
TE,Agem Kanan,3,Naik,Fp2,-2.247,-5.141,-2.477,1,P08
TE,Agem Kanan,3,Naik,O2,0.108,6.794,2.157,1,P08
TE,Agem Kanan,3,Naik,P3,-3.324,-3.581,-2.686,2,P08
TE,Agem Kanan,3,Naik,P4,10.718,1.253,5.263,1,P08
TE,Agem Kanan,3,Naik,T3,-7.343,-6.089,-6.582,1,P08
TE,Agem Kanan,3,Naik,T4,-2.787,-1.689,-0.925,1,P08
TE,Agem Kanan,3,Naik,T5,-5.011,-5.965,-1.873,2,P08
TE,Agem Kanan,3,Naik,T6,1.395,-6.562,-6.962,1,P08
TE,Agem Kanan,3,Tahan,C3,-3.876,-2.66,-3.866,9,P08
TE,Agem Kanan,3,Tahan,C4,-3.531,-4.458,-3.241,6,P08
TE,Agem Kanan,3,Tahan,F3,-5.535,-3.911,-4.846,9,P08
TE,Agem Kanan,3,Tahan,F4,-0.614,2.864,1.905,6,P08
TE,Agem Kanan,3,Tahan,F7,-4.205,-4.412,-4.734,9,P08
TE,Agem Kanan,3,Tahan,F8,11.599,8.171,4.516,2,P08
TE,Agem Kanan,3,Tahan,Fp1,-11.82,-10.765,-9.521,9,P08
TE,Agem Kanan,3,Tahan,Fp2,0.149,0.545,-0.549,6,P08
TE,Agem Kanan,3,Tahan,O1,-1.13,-0.602,-2.177,9,P08
TE,Agem Kanan,3,Tahan,O2,11.88,10.059,9.297,9,P08
TE,Agem Kanan,3,Tahan,P3,-4.302,-3.429,-3.953,9,P08
TE,Agem Kanan,3,Tahan,P4,10.285,3.621,1.51,6,P08
TE,Agem Kanan,3,Tahan,T3,-3.298,-4.263,-3.912,9,P08
TE,Agem Kanan,3,Tahan,T4,-0.2,1.654,-0.064,6,P08
TE,Agem Kanan,3,Tahan,T5,-0.752,-2.33,-2.331,9,P08
TE,Agem Kanan,3,Tahan,T6,2.654,-2.56,-6.421,7,P08
TE,Agem Kanan,4,Berdiri,C3,-4.817,-3.317,-5.129,10,P08
TE,Agem Kanan,4,Berdiri,C4,2.737,1.743,1.565,10,P08
TE,Agem Kanan,4,Berdiri,F3,-4.668,-6.573,-7.639,4,P08
TE,Agem Kanan,4,Berdiri,F4,9.779,6.039,5.582,10,P08
TE,Agem Kanan,4,Berdiri,F7,-4.266,-5.824,-6.775,6,P08
TE,Agem Kanan,4,Berdiri,F8,6.056,2.201,1.531,10,P08
TE,Agem Kanan,4,Berdiri,Fp1,-9.182,-8.506,-10.236,4,P08
TE,Agem Kanan,4,Berdiri,Fp2,4.067,1.861,-0.513,9,P08
TE,Agem Kanan,4,Berdiri,O1,-10.105,-5.925,-7.709,10,P08
TE,Agem Kanan,4,Berdiri,O2,9.854,6.19,4.208,10,P08
TE,Agem Kanan,4,Berdiri,P3,-3.746,-2.617,-4.92,7,P08
TE,Agem Kanan,4,Berdiri,P4,5.918,3.829,1.874,10,P08
TE,Agem Kanan,4,Berdiri,T4,7.19,4.343,3.06,10,P08
TE,Agem Kanan,4,Berdiri,T5,2.902,1.093,-0.995,10,P08
TE,Agem Kanan,4,Berdiri,T6,5.716,-2.818,-2.81,10,P08
TE,Agem Kanan,4,Gerak,C3,-3.659,-7.189,-2.328,1,P08
TE,Agem Kanan,4,Gerak,C4,0.061,-4.369,-3.708,1,P08
TE,Agem Kanan,4,Gerak,F3,-13.843,-15.449,-10.878,1,P08
TE,Agem Kanan,4,Gerak,F4,6.616,2.715,0.075,2,P08
TE,Agem Kanan,4,Gerak,F7,-10.679,-11.511,-9.715,1,P08
TE,Agem Kanan,4,Gerak,F8,-1.683,-1.68,-3.155,1,P08
TE,Agem Kanan,4,Gerak,Fp1,-22.916,-25.167,-26.183,1,P08
TE,Agem Kanan,4,Gerak,Fp2,-0.957,-4.925,-2.606,1,P08
TE,Agem Kanan,4,Gerak,O1,-9.856,-17.833,-11.73,1,P08
TE,Agem Kanan,4,Gerak,O2,4.061,3.88,-0.712,1,P08
TE,Agem Kanan,4,Gerak,P3,-4.736,-7.568,-3.313,1,P08
TE,Agem Kanan,4,Gerak,P4,0.763,-4.581,-1.463,1,P08
TE,Agem Kanan,4,Gerak,T3,-17.599,-22.858,-22.2,1,P08
TE,Agem Kanan,4,Gerak,T4,3.01,2.133,3.401,1,P08
TE,Agem Kanan,4,Gerak,T5,2.706,-0.384,-1.866,2,P08
TE,Agem Kanan,4,Gerak,T6,-1.361,-4.169,-5.666,1,P08
TE,Agem Kanan,4,Naik,C3,-13.129,-10.48,-10.427,1,P08
TE,Agem Kanan,4,Naik,F3,-14.085,-10.94,-8.26,1,P08
TE,Agem Kanan,4,Naik,F4,1.997,1.848,-1.381,1,P08
TE,Agem Kanan,4,Naik,F7,-9.867,-2.492,-0.626,1,P08
TE,Agem Kanan,4,Naik,Fp1,-8.113,-4.983,1.559,1,P08
TE,Agem Kanan,4,Naik,O2,8.92,9.449,8.384,1,P08
TE,Agem Kanan,4,Naik,P4,5.807,3.639,2.099,1,P08
TE,Agem Kanan,4,Tahan,C3,2.276,1.706,2.751,6,P08
TE,Agem Kanan,4,Tahan,C4,3.992,0.951,2.98,5,P08
TE,Agem Kanan,4,Tahan,F3,-1.083,-1.841,-1.489,3,P08
TE,Agem Kanan,4,Tahan,F4,6.534,3.615,2.423,7,P08
TE,Agem Kanan,4,Tahan,F7,1.707,-0.465,-1.676,3,P08
TE,Agem Kanan,4,Tahan,F8,12.134,12.191,7.733,4,P08
TE,Agem Kanan,4,Tahan,Fp1,-1.339,-0.87,0.388,11,P08
TE,Agem Kanan,4,Tahan,Fp2,1.191,3.179,5.298,11,P08
TE,Agem Kanan,4,Tahan,O2,4.9,7.948,5.814,7,P08
TE,Agem Kanan,4,Tahan,P3,1.695,1.164,1.466,6,P08
TE,Agem Kanan,4,Tahan,P4,3.105,1.406,2.611,7,P08
TE,Agem Kanan,4,Tahan,T4,13.47,13.682,10.442,4,P08
TE,Agem Kanan,4,Tahan,T5,5.164,2.231,1.722,6,P08
TE,Agem Kanan,4,Tahan,T6,8.845,6.08,1.044,7,P08
TE,Agem Kiri,1,Berdiri,C3,-13.033,-11.127,-10.545,4,P08
TE,Agem Kiri,1,Berdiri,C4,-0.959,-0.358,0.729,9,P08
TE,Agem Kiri,1,Berdiri,F4,0.902,0.063,-0.526,9,P08
TE,Agem Kiri,1,Berdiri,F7,-4.878,-4.846,-6.026,3,P08
TE,Agem Kiri,1,Berdiri,F8,5.324,4.595,5.293,9,P08
TE,Agem Kiri,1,Berdiri,Fp1,-0.965,-2.561,0.011,5,P08
TE,Agem Kiri,1,Berdiri,Fp2,0.754,2.295,2.927,9,P08
TE,Agem Kiri,1,Berdiri,O1,-8.081,-8.557,-7.213,4,P08
TE,Agem Kiri,1,Berdiri,O2,3.863,0.121,-2.003,9,P08
TE,Agem Kiri,1,Berdiri,P3,-13.863,-11.305,-10.985,4,P08
TE,Agem Kiri,1,Berdiri,P4,0.125,0.434,1.449,9,P08
TE,Agem Kiri,1,Berdiri,T3,-6.25,-6.77,-5.992,4,P08
TE,Agem Kiri,1,Berdiri,T4,6.937,4.335,4.928,9,P08
TE,Agem Kiri,1,Berdiri,T5,2.299,0.901,1.856,9,P08
TE,Agem Kiri,1,Berdiri,T6,0.807,-2.248,-3.189,9,P08
TE,Agem Kiri,1,Gerak,C4,-2.788,9.105,-3.048,2,P08
TE,Agem Kiri,1,Gerak,F4,6.124,11.328,2.835,2,P08
TE,Agem Kiri,1,Gerak,Fp2,0.744,-1.501,0.336,1,P08
TE,Agem Kiri,1,Gerak,P4,1.875,4.371,-2.054,2,P08
TE,Agem Kiri,1,Gerak,T4,8.996,12.844,3.536,2,P08
TE,Agem Kiri,1,Gerak,T5,8.119,10.49,0.001,2,P08
TE,Agem Kiri,1,Naik,C3,-1.537,0.423,1.297,2,P08
TE,Agem Kiri,1,Naik,F3,1.613,1.454,2.959,2,P08
TE,Agem Kiri,1,Naik,F4,9.098,6.262,4.169,2,P08
TE,Agem Kiri,1,Naik,F7,1.042,1.48,3.843,1,P08
TE,Agem Kiri,1,Naik,F8,4.886,3.768,-0.369,1,P08
TE,Agem Kiri,1,Naik,Fp1,1.566,-3.428,-3.824,2,P08
TE,Agem Kiri,1,Naik,O1,-4.534,-3.707,3.097,1,P08
TE,Agem Kiri,1,Naik,O2,9.924,11.766,8.366,2,P08
TE,Agem Kiri,1,Naik,P3,-6.913,-0.19,0.172,2,P08
TE,Agem Kiri,1,Naik,T3,-3.129,1.365,3.322,1,P08
TE,Agem Kiri,1,Naik,T4,4.72,9.922,9.335,1,P08
TE,Agem Kiri,1,Naik,T5,-1.574,3.316,1.704,2,P08
TE,Agem Kiri,1,Tahan,C3,0.911,1.017,0.161,10,P08
TE,Agem Kiri,1,Tahan,F3,0.499,1.457,1.617,8,P08
TE,Agem Kiri,1,Tahan,F4,4.93,10.221,3.249,1,P08
TE,Agem Kiri,1,Tahan,F7,3.548,2.885,2.359,9,P08
TE,Agem Kiri,1,Tahan,F8,3.182,4.79,0.413,1,P08
TE,Agem Kiri,1,Tahan,Fp1,0.776,1.557,2.751,6,P08
TE,Agem Kiri,1,Tahan,Fp2,4.121,2.72,1.931,4,P08
TE,Agem Kiri,1,Tahan,O1,3.583,3.756,2.382,8,P08
TE,Agem Kiri,1,Tahan,O2,1.609,6.071,-0.779,2,P08
TE,Agem Kiri,1,Tahan,P3,-0.032,-1.356,-1.192,8,P08
TE,Agem Kiri,1,Tahan,T3,2.291,3.056,2.237,10,P08
TE,Agem Kiri,1,Tahan,T4,4.468,4.324,2.171,10,P08
TE,Agem Kiri,1,Tahan,T6,9.569,0.848,-2.128,2,P08
TE,Agem Kiri,2,Berdiri,C3,3.554,3.808,4.43,3,P08
TE,Agem Kiri,2,Berdiri,F3,1.894,1.514,2.265,2,P08
TE,Agem Kiri,2,Berdiri,F4,10.855,8.493,3.503,15,P08
TE,Agem Kiri,2,Berdiri,F7,3.642,2.691,3.386,2,P08
TE,Agem Kiri,2,Berdiri,F8,6.97,3.886,2.562,15,P08
TE,Agem Kiri,2,Berdiri,Fp1,-8.879,-6.88,-7.482,11,P08
TE,Agem Kiri,2,Berdiri,Fp2,8.087,5.586,4.789,15,P08
TE,Agem Kiri,2,Berdiri,O1,-3.714,1.623,0.829,1,P08
TE,Agem Kiri,2,Berdiri,O2,4.334,4.409,0.637,15,P08
TE,Agem Kiri,2,Berdiri,P3,5.373,5.936,4.079,15,P08
TE,Agem Kiri,2,Berdiri,T3,2.46,3.213,4.11,1,P08
TE,Agem Kiri,2,Berdiri,T4,11.841,9.655,6.444,15,P08
TE,Agem Kiri,2,Berdiri,T5,2.489,2.204,2.289,15,P08
TE,Agem Kiri,2,Berdiri,T6,5.25,4.238,1.437,15,P08
TE,Agem Kiri,2,Gerak,C4,-1.665,-0.626,-5.66,2,P08
TE,Agem Kiri,2,Gerak,F7,-14.949,-11.471,-10.521,1,P08
TE,Agem Kiri,2,Gerak,F8,8.995,3.415,1.95,2,P08
TE,Agem Kiri,2,Gerak,O1,-8.462,-6.825,-7.231,1,P08
TE,Agem Kiri,2,Gerak,O2,5.564,7.352,0.15,2,P08
TE,Agem Kiri,2,Gerak,P4,-2.397,-5.112,-6.244,2,P08
TE,Agem Kiri,2,Gerak,T3,-11.354,-6.813,-5.923,1,P08
TE,Agem Kiri,2,Gerak,T4,8.087,4.639,2.695,2,P08
TE,Agem Kiri,2,Gerak,T6,-13.68,-12.707,-11.379,2,P08
TE,Agem Kiri,2,Naik,C3,0.187,0.701,0.019,2,P08
TE,Agem Kiri,2,Naik,Fp2,2.007,2.766,4.629,2,P08
TE,Agem Kiri,2,Naik,P3,-6.392,-3.608,-6.739,2,P08
TE,Agem Kiri,2,Naik,T4,3.82,3.361,2.118,1,P08
TE,Agem Kiri,2,Tahan,C3,-0.404,-1.21,-4.176,5,P08
TE,Agem Kiri,2,Tahan,F3,-0.379,-1.073,-2.355,9,P08
TE,Agem Kiri,2,Tahan,F7,2.935,2.667,3.842,5,P08
TE,Agem Kiri,2,Tahan,Fp1,3.775,3.249,3.627,4,P08
TE,Agem Kiri,2,Tahan,Fp2,4.699,3.526,4.944,4,P08
TE,Agem Kiri,2,Tahan,P3,-1.734,-2.638,-5.314,1,P08
TE,Agem Kiri,2,Tahan,T3,1.33,3.715,2.952,4,P08
TE,Agem Kiri,2,Tahan,T4,8.388,11.427,8.219,4,P08
TE,Agem Kiri,3,Berdiri,C3,0.864,-0.476,-2.616,1,P08
TE,Agem Kiri,3,Berdiri,C4,8.095,6.743,5.821,10,P08
TE,Agem Kiri,3,Berdiri,F3,3.267,2.095,-1.206,2,P08
TE,Agem Kiri,3,Berdiri,F4,11.563,3.782,4.634,10,P08
TE,Agem Kiri,3,Berdiri,F7,1.607,-0.839,-1.893,1,P08
TE,Agem Kiri,3,Berdiri,F8,9.832,6.422,5.541,10,P08
TE,Agem Kiri,3,Berdiri,Fp1,5.375,7.189,6.701,2,P08
TE,Agem Kiri,3,Berdiri,Fp2,4.927,0.948,4.005,6,P08
TE,Agem Kiri,3,Berdiri,O2,8.343,9.193,6.643,10,P08
TE,Agem Kiri,3,Berdiri,P3,2.401,3.164,4.219,3,P08
TE,Agem Kiri,3,Berdiri,P4,8.424,3.519,4.749,10,P08
TE,Agem Kiri,3,Berdiri,T4,9.02,7.197,5.042,10,P08
TE,Agem Kiri,3,Berdiri,T5,5.618,4.615,2.874,10,P08
TE,Agem Kiri,3,Berdiri,T6,3.053,-3.776,-2.4,10,P08
TE,Agem Kiri,3,Gerak,C4,2.145,-2.184,-3.832,1,P08
TE,Agem Kiri,3,Gerak,F4,3.353,3.39,0.842,1,P08
TE,Agem Kiri,3,Gerak,F8,7.592,-1.276,-3.51,1,P08
TE,Agem Kiri,3,Gerak,O2,10.532,7.524,-0.829,1,P08
TE,Agem Kiri,3,Gerak,P4,3.621,-1.752,-2.741,1,P08
TE,Agem Kiri,3,Gerak,T4,1.807,-0.063,-0.008,1,P08
TE,Agem Kiri,3,Gerak,T5,8.892,5.356,2.455,2,P08
TE,Agem Kiri,3,Naik,C4,0.953,2.829,5.357,2,P08
TE,Agem Kiri,3,Naik,F4,2.801,4.813,1.166,1,P08
TE,Agem Kiri,3,Naik,F7,-9.365,-10.153,-7.527,2,P08
TE,Agem Kiri,3,Naik,F8,6.268,-0.587,5.734,1,P08
TE,Agem Kiri,3,Naik,Fp1,-11.537,-18.06,-10.119,1,P08
TE,Agem Kiri,3,Naik,Fp2,-2.119,4.626,5.753,1,P08
TE,Agem Kiri,3,Naik,O1,-6.443,-3.954,-5.373,2,P08
TE,Agem Kiri,3,Naik,O2,5.342,-1.931,2.03,1,P08
TE,Agem Kiri,3,Naik,P4,9.061,8.212,7.412,2,P08
TE,Agem Kiri,3,Naik,T3,-10.652,-6.529,-6.071,2,P08
TE,Agem Kiri,3,Naik,T4,-0.151,-0.467,4.597,1,P08
TE,Agem Kiri,3,Naik,T5,3.907,5.719,4.709,1,P08
TE,Agem Kiri,3,Tahan,C4,2.035,4.442,2.747,4,P08
TE,Agem Kiri,3,Tahan,F7,-9.385,-6.12,-5.143,6,P08
TE,Agem Kiri,3,Tahan,F8,7.257,5.304,3.925,11,P08
TE,Agem Kiri,3,Tahan,Fp1,-3.36,0.468,0.464,5,P08
TE,Agem Kiri,3,Tahan,Fp2,2.476,3.979,2.914,11,P08
TE,Agem Kiri,3,Tahan,O1,-1.01,2.719,0.962,5,P08
TE,Agem Kiri,3,Tahan,O2,1.738,2.54,2.091,7,P08
TE,Agem Kiri,3,Tahan,P4,4.547,1.765,2.297,6,P08
TE,Agem Kiri,3,Tahan,T3,-5.954,1.827,-0.893,6,P08
TE,Agem Kiri,3,Tahan,T4,4.043,4.696,3.057,11,P08
TE,Agem Kiri,3,Tahan,T5,1.343,4.158,1.098,2,P08
TE,Agem Kiri,3,Tahan,T6,6.976,3.314,-1.978,4,P08
TE,Agem Kiri,4,Berdiri,C4,4.65,6.278,6.347,15,P08
TE,Agem Kiri,4,Berdiri,F4,5.915,6.245,6.017,15,P08
TE,Agem Kiri,4,Berdiri,F8,7.69,7.435,6.609,15,P08
TE,Agem Kiri,4,Berdiri,Fp2,4.685,5.263,5.831,15,P08
TE,Agem Kiri,4,Berdiri,O2,2.491,3.705,2.884,15,P08
TE,Agem Kiri,4,Berdiri,P3,6.687,6.273,7.594,2,P08
TE,Agem Kiri,4,Berdiri,P4,5.448,5.193,5.676,15,P08
TE,Agem Kiri,4,Berdiri,T4,6.673,5.672,7.205,15,P08
TE,Agem Kiri,4,Berdiri,T5,2.789,3.149,3.029,15,P08
TE,Agem Kiri,4,Berdiri,T6,-1.389,-1.587,-0.943,15,P08
TE,Agem Kiri,4,Gerak,P4,8.33,8.722,4.406,2,P08
TE,Agem Kiri,4,Gerak,T5,6.469,6.379,3.789,1,P08
TE,Agem Kiri,4,Gerak,T6,-1.132,-5.031,-1.365,1,P08
TE,Agem Kiri,4,Naik,C3,-0.56,-2.756,-1.347,2,P08
TE,Agem Kiri,4,Naik,C4,6.077,4.856,5.395,2,P08
TE,Agem Kiri,4,Naik,F4,4.4,7.221,4.112,2,P08
TE,Agem Kiri,4,Naik,F7,-2.889,-2.341,0.281,2,P08
TE,Agem Kiri,4,Naik,F8,7.866,7.074,7.054,2,P08
TE,Agem Kiri,4,Naik,Fp2,5.893,5.908,5.256,2,P08
TE,Agem Kiri,4,Naik,O2,6.12,1.031,2.372,1,P08
TE,Agem Kiri,4,Naik,P3,-2.836,-4.93,-3.246,2,P08
TE,Agem Kiri,4,Naik,P4,10.754,7.188,6.901,2,P08
TE,Agem Kiri,4,Naik,T3,-4.031,-3.713,-1.678,2,P08
TE,Agem Kiri,4,Naik,T5,7.743,7.829,6.166,2,P08
TE,Agem Kiri,4,Naik,T6,0.507,-3.085,2.799,1,P08
TE,Agem Kiri,4,Tahan,C3,-6.809,-5.963,-5.743,3,P08
TE,Agem Kiri,4,Tahan,C4,0.803,2.525,2.075,11,P08
TE,Agem Kiri,4,Tahan,F4,-3.076,-1.953,-2.182,3,P08
TE,Agem Kiri,4,Tahan,F8,4.093,3.669,3.432,11,P08
TE,Agem Kiri,4,Tahan,Fp2,3.897,3.238,4.087,11,P08
TE,Agem Kiri,4,Tahan,O1,-5.84,-0.87,-3.198,11,P08
TE,Agem Kiri,4,Tahan,O2,2.811,5.787,4.931,11,P08
TE,Agem Kiri,4,Tahan,P3,-10.725,-10.472,-10.768,3,P08
TE,Agem Kiri,4,Tahan,P4,6.9,5.305,3.868,11,P08
TE,Agem Kiri,4,Tahan,T3,-7.407,-1.7,-4.149,5,P08
TE,Agem Kiri,4,Tahan,T4,4.638,3.614,3.487,8,P08
TE,Agem Kiri,4,Tahan,T5,9.029,5.196,4.895,9,P08
TE,Agem Kiri,4,Tahan,T6,2.864,2.77,0.845,11,P08
TE,Ngeed,1,Berdiri,C3,-0.04,-2.683,-5.218,4,P08
TE,Ngeed,1,Berdiri,C4,0.925,-1.269,-0.366,11,P08
TE,Ngeed,1,Berdiri,F3,-7.95,-8.119,-8.739,2,P08
TE,Ngeed,1,Berdiri,F4,1.333,0.319,1.686,7,P08
TE,Ngeed,1,Berdiri,F7,-2.623,-3.475,-4.093,9,P08
TE,Ngeed,1,Berdiri,F8,1.978,4.171,3.436,13,P08
TE,Ngeed,1,Berdiri,Fp1,-2.548,2.556,3.265,3,P08
TE,Ngeed,1,Berdiri,Fp2,2.981,3.787,2.979,13,P08
TE,Ngeed,1,Berdiri,O1,-1.061,0.406,-3.066,6,P08
TE,Ngeed,1,Berdiri,O2,-2.257,-0.898,-0.57,8,P08
TE,Ngeed,1,Berdiri,P3,0.649,-2.714,-5.296,3,P08
TE,Ngeed,1,Berdiri,P4,-0.311,-1.165,0.434,9,P08
TE,Ngeed,1,Berdiri,T3,-1.214,-0.976,-2.954,9,P08
TE,Ngeed,1,Berdiri,T4,0.2,3.257,2.191,13,P08
TE,Ngeed,1,Berdiri,T5,1.931,0.88,1.509,7,P08
TE,Ngeed,1,Berdiri,T6,-4.027,-5.843,-4.847,8,P08
TE,Ngeed,1,Gerak,C3,1.455,4.023,1.646,3,P08
TE,Ngeed,1,Gerak,F3,1.553,3.207,1.557,2,P08
TE,Ngeed,1,Gerak,F7,0.676,4.342,0.854,2,P08
TE,Ngeed,1,Gerak,F8,3.169,1.953,-2.519,3,P08
TE,Ngeed,1,Gerak,Fp1,-5.646,2.002,0.8,1,P08
TE,Ngeed,1,Gerak,Fp2,1.848,3.743,2.549,3,P08
TE,Ngeed,1,Gerak,O1,3.302,3.278,2.737,1,P08
TE,Ngeed,1,Gerak,P3,-0.29,0.736,0.013,3,P08
TE,Ngeed,1,Gerak,T3,1.345,2.739,1.484,1,P08
TE,Ngeed,1,Gerak,T4,1.892,1.371,0.352,3,P08
TE,Ngeed,1,Naik,C3,1.687,-3.372,-0.982,2,P08
TE,Ngeed,1,Naik,F3,3.983,-1.815,1.733,2,P08
